Jordan 20 Retro 30th Anniversary Laser,130,-53.6%,$210,743991-100,$250,2015-02-16,Laser White/Metallic Silver-White,$81 - $151
Jordan 6 Retro Infrared Black 2014 (GS),54,72.4%,$199,384665-023,$145,2014-11-28,Black/Infrared23-Black,$223 - $277
Jordan XX8 SE All-Star,7,-66.7%,$115,656249-723,$150,2014-02-14,Violet Ice/Metallic Gold/Infrared 23,-- - $103
Jordan 8 Retro Playoffs (2013),76,62.5%,$204,305381-061,$160,2013-06-29,Black/True Red-White,$238 - $282
Jordan 1 Retro Top 3 (GS),199,100.0%,$183,575441-026,$120,2016-11-28,Black/Varsity Red-Varsity Royal,$219 - $261
Jordan XX9 Black White Gym Red,18,-49.8%,$164,695515-023,$225,2014-09-06,Black/White-Gym Red,$45 - $181
Jordan Eclipse Solefly Arctic Orange,4,-52.5%,$136,893513-805,$200,2016-08-13,Artic Orange/Metallic Red-Bronze,$51 - $139
Jordan 22 OG Omega,6,-56.0%,$108,315299-162,$175,2007-06-02,White/Varsity Red-Black,$50 - $104
Jordan 1 Retro Pinnacle Black,258,-5.0%,$504,705075-030,$400,2015-02-14,Black/Metallic Gold-White,$266 - $494
Jordan 10 Retro Stealth (2012),127,9.4%,$253,310805-003,$160,2012-03-24,Black/White-Stealth,$122 - $228
Jordan 1 Retro Green Gucci,47,172.7%,$243,332550-025,$110,2012-12-01,Black/Gym Red-Gorge Green-White,$243 - $357
Jordan 1 Retro Metallic Red (2017),569,-43.8%,$129,555088-103,$160,2017-05-06,White/Varsity Red,$78 - $102
Jordan 5 Retro Low Alternate 90,615,-34.3%,$183,819171-001,$175,2016-01-30,Black/Gym Red-Metallic Hematite,$75 - $155
Jordan XX8 Crescent City Bamboo,18,4.0%,$276,649501-100,$250,2014-02-16,White/Gold Bamboo,$217 - $303
Jordan 7 Retro Cardinal (2011),68,100.0%,$315,304775-104,$150,2011-06-18,White/Bronze-Cardinal Red-Black,$249 - $351
Jordan 10 Retro Doernbecher,59,53.5%,$371,636214-066,$170,2013-11-23,Black/Gym Red,$211 - $311
Jordan 1 Retro Valentine's Day 2017 (GS),38,15.0%,$113,881426-009,$120,2017-02-11,Black/Hyper Pink-White,$113 - $163
Jordan XX9 Quai 54,16,4.2%,$274,805254-004,$240,2015-05-30,Black/White-Anthracite,$111 - $389
Jordan 12 Retro Playoffs (2004),7,181.5%,$318,136001-016,$135,2004-02-14,Black/Varsity Red-White-Metallic Silver,$329 - $431
Jordan 9 Retro Barons,380,28.2%,$261,302370-106,$170,2014-04-05,White/Black-Wolf Grey,$182 - $254
Jordan 4 Retro Alternate 89,1678,5.3%,$213,308497-106,$190,2016-01-02,White/Black-Gym Red,$177 - $223
Jordan 1 Retro Doernbecher Mr. Boober,24,556.0%,$996,345204-041,$125,2008-11-14,Black/Vivid Blue-White-Varsity Maize,$669 - $971
"Jordan 7 Retro Championship Pack ""Cigar""",331,12.0%,$288,725093-630,$250,2015-06-20,Team Red/Metallic Gold-Sail-Gum Light Brown,$238 - $322
Jordan 1 Retro Pinnacle Vachetta Tan,112,-12.5%,$432,705075-201,$400,2015-09-26,Vachetta Tan/Sail-White,$287 - $413
Jordan 1 Retro Mid Black (2016),9,-9.1%,$85,554724-021,$110,2016-06-01,Black/Black-Dark Grey,$85 - $115
Jordan 10 Retro Blackout,21,180.0%,$279,310805-010,$125,2005-07-23,Black/White,$260 - $440
Jordan 19 OG West Coast,5,51.5%,$246,307546-002,$165,2004-07-10,Black/White-Metallic Silver,$194 - $306
Jordan 22 OG Basketball Leather,17,-16.7%,$204,316238-002,$180,2007-02-17,Black/Black,$99 - $201
Jordan 2 Retro QF Candy Pack Yellow,9,307.4%,$518,395709-701,$135,2010-11-06,Del Sol/White-Black,$484 - $616
Jordan 13 Retro Grey Toe (2005),8,53.3%,$236,310004-161,$150,2005-01-22,White/Team Red-Flint Grey,$191 - $269
Jordan 13 Retro Low White Varsity Maize,5,--,$268,310810-104,White/Met-Silver-Black-V-Maize,--,$165 - $235
Jordan 2 Retro Dark Concord,100,33.3%,$172,385475-153,$150,2014-05-10,White/Concord-Black,$164 - $236
Jordan 15 Retro Kubo (Unsigned),49,--,$753,SU17MNJDLS000,$0,2016-08-08,Black/Black-Royal Blue-Varsity Red,$423 - $717
Jordan XXX1 USA,56,-21.6%,$233,845037-107,$185,2016-08-13,White/University Red-Deep Royal Blue,$108 - $182
Jordan 5 Retro Grape (2013),707,15.6%,$254,136027-108,$160,2013-05-04,White/Emerald-New Grape-Ice Blue,$143 - $227
Jordan 4 Retro Black Cats,60,239.1%,$474,308497-002,$115,2006-05-20,Black/Black-Light Graphite,$309 - $471
Jordan 8 Retro Chrome (2015),527,1.1%,$206,305381-003,$190,2015-12-19,Black/White-Light Graphite,$152 - $232
Jordan Countdown Pack 2/21,12,3.2%,$345,323943-993,$310,2008-04-26,Multi-Color/Multi-Color,$221 - $419
Jordan 13 Retro Cherry (2010),109,71.9%,$361,414571-101,$160,2010-01-01,White/Black-Varsity Red,$191 - $359
Jordan 2 Retro Wing It (GS),5,-42.9%,$63,834283-103,$140,2016-03-05,White/Black-Cool Grey,$63 - $97
Jordan 4 Retro 11Lab4 Red,424,19.6%,$376,719864-600,$250,2015-07-11,University Red/White,$171 - $427
Jordan 12 Retro Melo,4,151.9%,$346,136001-142,$135,2004-05-15,White/University Blue-Metallic Silver,$291 - $389
Jordan 1 Retro Low Swooshless Pink,14,66.7%,$164,848775-805,$150,2016-05-21,Pink/Pink-Sail,$212 - $288
Jordan 1 Retro AJKO Black Toe,11,--,$173,402297-110,White/Black-Varstiy,Red,--,$201 - $283
Jordan 5 Retro Fierce Purple (GS),4,-60.7%,$148,440892-017,$140,2016-09-17,Black/Ember Glow-Fierce Purple,-- - $116
Jordan 1 Retro Low Royal (2015),254,-15.4%,$115,705329-004,$130,2015-10-07,Black/Varsity Royal-Sail,$72 - $148
Jordan 5 Retro Bel-Air,296,24.3%,$475,621958-090,$185,2013-10-05,Cool Grey/Club Pink-Court Purple-Game Royal,$153 - $307
Jordan 1 Retro Mid White Gym Red Black,4,-9.1%,$98,554724-103,$110,2016-05-01,White/Gym Red-Black,$98 - $103
Jordan 1.5 Retro Reverse Fragment,164,-40.0%,$109,768861-106,$150,2015-10-17,White/Black-Soar,$69 - $111
Jordan 10 Retro Verde (GS),12,-7.1%,$115,705180-118,$140,2015-03-28,White/Verde-Black-Infrared 23,$110 - $150
Jordan 7 Retro Hare CDP (2008),37,19.4%,$272,304775-102,$155,2008-06-21,White/Light Graphite-True Red,$123 - $247
Jordan XX9 Pantone,109,-60.0%,$138,717796-108,$250,2014-12-23,White/Silver-Pantone,$66 - $134
Jordan 1 Retro High OG Quai54 (GS),10,-18.3%,$152,AH1041-054,$120,2017-07-08,Black/Italy Blue-University Red,$60 - $136
Jordan XXX1 Russell Westbrook MVP,34,224.3%,$600,AA9794-023,$185,2017-06-26,Black/Total Orange-Blue Hero,$545 - $655
Jordan 1 Retro Fragment,205,816.8%,$1729,716371-040,$185,2014-12-27,Black/Sport Blue-White,"$1,572 - $1,820"
Jordan 6 Retro Doernbecher,31,566.7%,$1557,392789-401,$165,2009-11-14,Midnight Navy/White-Varsity-Red-Metallic Gold,"$721 - $1,479"
Jordan 20 OG East Coast Chutney,9,81.7%,$283,310455-711,$175,2005-07-01,Chutney/White-Black,$251 - $385
Jordan 2 Retro QF Univ. Blue Black (2010),18,85.2%,$268,395709-401,$135,2010-07-31,University Blue/Black-White,$208 - $292
Jordan 12 Retro Low Black Patent,5,160.9%,$254,308317-001,$115,2011-05-28,Black/Varsity Red,$258 - $342
Jordan 7 Retro French Blue 2015 (GS),8,-7.1%,$129,304774-107,$140,2015-01-24,White/French Blue/Flint Grey,$110 - $150
Jordan 1 Retro Nouveau Navy Snake,16,-24.7%,$118,819176-407,$150,2016-05-01,Midnight Navy/Light Bone-White,$85 - $141
Jordan 1 Retro Yin Yang White,2045,-28.8%,$110,555088-102,$160,2016-08-06,White/Black-White,$93 - $135
Jordan 2 Retro Just Don Arctic Orange (TD),9,66.7%,$246,923838-805,$150,2017-05-13,Arctic Orange/Arctic Orange-University Red,$227 - $273
Jordan 12 Retro Low Wolf Grey,678,-5.9%,$178,308317-002,$170,2017-03-18,Wolf Grey/Armory Navy-Electrolime,$134 - $186
Jordan 11 Retro Low Heiress Pure Platinum (GS),48,-20.0%,$174,897331-100,$175,2017-05-20,White/White-Pure Platinum,$107 - $173
Jordan 1 Retro Mid Armory Navy,3,-10.9%,$95,554724-421,$110,2017-02-01,Armory Navy/Electrolime-White,$84 - $112
Jordan 6 Retro Pinnacle Metallic Gold,981,34.0%,$433,854271-730,$250,2016-10-22,Metallic Gold/White,$255 - $415
Jordan 11 Retro Low Georgetown,975,58.8%,$278,528895-007,$170,2015-04-11,Grey Mist/White-Midnight Navy,$243 - $297
Jordan 17 OG Wizards Home,17,97.5%,$465,302720-141,$200,2002-02-09,White/College Blue-Black,$304 - $486
Jordan 2 Retro Just Don Beach (GS),9,-17.7%,$350,839604-250,$350,2016-01-30,Beach/Metallic Gold-University Red,$210 - $366
Jordan XXX1 Cyber Monday Black Cat (2016),9,7.5%,$282,854270-001,$200,2016-11-28,Black/Black-Sail,$159 - $271
Jordan 1 Retro Russell Westbrook PE,75,46.9%,$124,332550-312,$130,2015-02-09,Dark Teal/Black-Infrared 23-White,$159 - $223
Jordan 9 Retro Cool Grey (2002),6,160.0%,$227,302370-011,$125,2002-10-25,Medium Grey/White/Cool Grey,$256 - $394
Jordan Raging Bull Pack (5/5),31,303.2%,$971,360968-991,$310,2009-05-30,Multi-Color/Multi-Color,"$1,056 - $1,444"
Jordan 10 Retro Paris,936,-21.1%,$215,310805-018,$190,2016-04-09,Black/Fierce Purple-Black,$98 - $202
Jordan XXX1 Low UNC,14,-6.3%,$181,897564-407,$160,2017-03-07,University Blue/White-College Navy,$109 - $191
Jordan 10 Retro Lady of Liberty,498,5.3%,$180,705178-045,$190,2015-02-15,Dust/Metallic Gold-Black-Retro,$164 - $236
Jordan 1 Retro Grove Green,77,-33.3%,$122,332550-300,$150,2016-12-01,Grove Green/Black-White,$62 - $138
Jordan 1 Retro Rare Air Max Orange,40,-32.1%,$85,332550-800,$140,2017-01-07,Max Orange/White-Black,$83 - $107
Jordan 1 Retro Bred (2001),56,--,$703,136066-061,Black/Varsity,Red-White,2001-08-25,--,"$777 - $1,083"
Jordan 6 Retro Cigar,257,28.0%,$415,384664-250,$250,2014-06-14,Raw Umber/Team Red-Metallic Gold-Challenge Red,$237 - $403
Jordan 14 Retro Candy Cane (2006),15,66.7%,$299,311832-101,$150,2006-01-14,White/Black-Varsity Red,$187 - $313
Jordan 2010 Black Varsity Red,6,-17.6%,$113,387358-061,$170,2010-02-11,Black/Varsity Red-White,$93 - $187
Jordan 8 Retro Three Peat,505,-31.6%,$175,305381-142,$190,2015-10-24,White/Infrared 23-Black-Bright Concord,$110 - $150
Jordan 11 Retro Low Georgetown (GS),20,36.7%,$142,528896-007,$120,2015-04-11,Grey Mist/White-Midnight Navy,$134 - $194
Jordan 12 OG Playoffs (1997),5,122.2%,$262,130690-061,$135,1997-06-01,or 136001-061 Black/Varsity Red-White-Metallic Silver,$245 - $355
Jordan 1 Retro Chicago (2015),1070,200.0%,$449,555088-101,$160,2015-05-30,White/Varsity Red-Black,$415 - $545
Jordan Spiz'ike Stealth / Black Patent,8,-42.9%,$198,315371-001,$175,2010-06-05,Black/Varsity Red/Stealth,$50 - $150
Jordan 6 Retro Maroon (2015),1403,0.5%,$267,384664-116,$220,2015-12-05,Off White/New Maroon,$198 - $244
Jordan 1 Retro Shadow 2013 (GS),1,241.8%,$335,575441-014,$98,2013-07-13,Black/Soft Grey,$302 - $369
Jordan 5 Retro Oreo,340,29.4%,$289,136027-035,$170,2013-11-29,Black/Cool Grey-White,$197 - $243
Jordan 5 Retro Black Grape (2013),284,43.8%,$334,136027-007,$160,2013-06-15,Black/New Emerald-Grape Ice,$165 - $295
Jordan 5 Retro Grape 2013 (GS),4,38.3%,$134,440888-108,$115,2013-05-04,White/Emerald-New-Grape-Ice-Blue,$130 - $188
Jordan MTM Pack,40,-11.6%,$631,802398-900,$700,2015-06-27,Multi-Color/Multi-Color,$476 - $762
Jordan Future Wolf Grey,8,--,$157,656503-004,Wolf,Grey/Wolf,Grey-White,--,$88 - $134
Jordan 1 Retro AJKO Chicago,114,-21.4%,$145,638471-101,$140,2014-03-15,White/Gym Red-Black,$82 - $138
"Jordan 8 Retro Take Flight ""Undefeated""",1570,-0.5%,$251,305381-305,$190,2017-01-28,Sequoia/Black-Wolf Grey-Max Orange,$143 - $235
Jordan 1 Retro High Maya Moore Wolf Grey (GS),--,--,--,332148-012,$95,2017-09-16,Wolf Grey/Chrome-Fuchsia Flash-White,-- - --
Jordan 1 Retro AJKO UNC,10,--,$201,638471-107,White/University,Blue-White,--,$116 - $204
Jordan 9 Retro Powder,54,133.3%,$329,302370-103,$150,2010-05-29,White/University Blue,$293 - $407
Jordan 19 Retro Bred CDP (2008),50,-40.3%,$270,332549-001,$310,2008-07-19,Black/Chrome-Varsity Red,$134 - $236
Jordan 14 Retro Candy Cane (2012),61,6.9%,$312,487471-101,$160,2012-03-10,White/Black-Varsity Red,$111 - $231
Jordan 1 Retro NYC,354,-38.6%,$171,715060-002,$140,2014-11-29,Black/Gym Red-Wolf Grey,$47 - $125
Jordan 5 Retro Take Flight,109,-35.0%,$441,881432-305,$400,2017-02-11,Sequoia/Metallic Gold-Vachetta Tan-Sequoia,$99 - $421
Jordan 3 Retro Silver Anniversary,29,65.6%,$435,398613-102,$125,2010-03-27,White/Metallic Silver,$96 - $318
Jordan 6 Retro Golf Cleat Infrared,3,--,$367,800657-123,White/Black-Infrared,23,--,$326 - $374
Jordan 7 Retro Golden Moments Pack,106,20.0%,$303,304775-030,$175,2012-08-18,Black/Metallic Gold-White,$153 - $267
Jordan 6 Retro Golden Moments (GMP),100,8.6%,$320,384664-135,$175,2012-08-18,White/Metallic Gold-Varsity Red,$138 - $242
Jordan 13 Retro Premio Bin 23,23,585.7%,$1742,417212-601,$175,2010-08-21,White/Burgundy-Desert Clay,"$856 - $1,544"
Jordan 4 Retro Black Laser,16,400.0%,$807,312255-061,$175,2005-08-20,Black/Varsity Red-Medium Grey Laser,$808 - $942
Jordan 2 Retro White Varsity Red (2004),7,--,$254,308308-161,White/Varsity,Red-Black,--,$234 - $266
Jordan 12 Retro Low Playoffs,755,16.5%,$210,308317-004,$170,2017-02-25,Black/Varsity Red-White-Metallic Silver,$165 - $231
Jordan 5 Retro Black Metallic (2000),6,108.3%,$314,136027-001,$120,2000-03-15,Black/Black-Metallic Silver,$173 - $327
Jordan Infrared Pack 6/6,31,29.0%,$543,398850-901,$310,2010-06-19,Multi-Color/Multi-Color,$238 - $562
Jordan 23 Trophy Room Black,203,3.6%,$360,853336-023,$275,2016-05-23,Black/Black-Metallic Gold-Dark Grey,$254 - $316
Jordan 5 Retro Bronze,905,5.3%,$202,136027-416,$190,2016-09-24,Obsidian/White-Metallic Red Bronze-Bright Grape,$186 - $214
Jordan 4 Retro Dunk From Above,942,-28.9%,$180,308497-425,$190,2016-03-19,Midnight Navy/Metallic Gold-Gold Leaf-White,$110 - $160
Jordan XXX1 Black Cat,2,-37.8%,$108,845037-010,$185,2017-03-10,Black/Black-Anthracite,$108 - $123
Jordan Spiz'ike True Blue (2007),7,-18.3%,$159,315371-163,$175,2007-04-28,White/Varsity Red-True Blue,$115 - $171
Jordan 18 OG White Red,16,185.7%,$434,305869-161,$175,2003-08-09,White/Varsity Red,$362 - $638
Jordan 23 Black Stealth,84,5.4%,$284,318376-001,$185,2008-02-23,Black/Varsity Red-Stealth,$149 - $241
Jordan 13 Retro Low Cherry (2005),13,92.3%,$235,310810-105,$130,2005-04-23,White/Metallic Silver-Varsity Red-Black,$187 - $313
Jordan 7 Retro Nothing But Net (GS),5,-14.3%,$116,304774-142,$140,2015-11-14,White/University Red-Black-Bright Concord,$112 - $128
Jordan 1 Retro Suns,7,-4.8%,$108,554724-117,$105,2013-07-20,White/Bright Citrus-Court Purple-Black,$67 - $133
Jordan 1 OG Celtics,73,25.0%,$174,555088-315,$140,2013-04-06,Clover/Metallic Gold/White/Black,$147 - $203
Jordan 5 Retro White Cement,216,-28.4%,$160,136027-104,$190,2017-08-05,White/University Red-Black-Matte Silver,$131 - $141
Jordan XXX Quai 54 Cosmos,95,112.5%,$367,863586-010,$200,2016-06-25,Black/White,$319 - $531
Jordan XXX1 Low Camo,2,-18.8%,$135,897564-051,$160,2017-08-18,River Rock/White-Dark Stucco-University Red,$125 - $135
Jordan XX9 Riverwalk,7,-42.2%,$185,695515-625,$225,2014-10-25,Fusion Pink/Tropical Teal-Black-White,$71 - $189
Jordan 5 Retro Quai 54 White,29,366.7%,$623,467827-105,$150,2011-07-02,White/Black-Metallic Silver-Radiant Green,$590 - $810
Jordan 3 Retro Black Cat,44,220.0%,$363,136064-002,$125,2007-06-16,Black/Dark Charcoal-Black,$316 - $484
Jordan 20 OG Stealth,12,-8.6%,$222,310455-001,$175,2005-04-09,Black/Stealth-Varsity Red,$111 - $209
Jordan 6 Retro Oreo,62,83.3%,$417,384664-101,$150,2010-03-20,White/Black-Speckle,$198 - $352
Jordan 13 Retro Neutral Grey,19,83.3%,$325,310004-103,$150,2005-01-22,White/Neutral Grey/University Blue,$217 - $333
Jordan 11 Retro Low Reverse Concord,181,85.7%,$343,528895-110,$140,2013-06-08,White/Black-True Red,$197 - $323
Jordan 12 Retro Heiress Plum Fog (GS),52,12.5%,$185,845028-025,$160,2016-09-10,Light Bone/Metallic Gold Star-Plum Fog,$145 - $215
Jordan 5 Retro Black Metallic (2007),45,22.2%,$253,136027-004,$135,2007-01-20,Black/Metallic Silver-Red,$87 - $243
Jordan 4 Retro Green Glow,470,68.1%,$312,308497-033,$160,2013-08-17,Dark Grey/Green Glow-Cement Grey-Black,$237 - $301
Jordan 11 Retro Low IE Referee (2015),330,17.6%,$184,306008-003,$170,2015-09-26,Black/True Red,$168 - $232
Jordan 9 Retro Charcoal,60,150.0%,$362,302370-005,$150,2010-09-04,Black/Dark Charcoal-True Red,$309 - $441
Jordan 19 OG East Coast,7,51.5%,$212,307546-161,$165,2004-07-10,White/Midnight Navy-Varsity Red,$203 - $297
Jordan 1 Retro Election Day,6,244.5%,$209,332550-401,$110,2012-11-10,Obsidian/Sail-Gym Red,$298 - $460
Jordan 22 OG White Varisty Red,25,14.3%,$176,315299-161,$175,2007-02-17,White/Varsity Red-Black,$168 - $232
Jordan 11 Retro Low Green Snakeskin,364,83.3%,$350,528895-033,$150,2014-04-19,Black/Nightshade-White-Volt,$225 - $325
Jordan 5 Retro P51 Camo (GS),7,-35.7%,$108,440888-051,$140,2017-09-02,Dark Stucco/University Red-River Rock,$72 - $108
Jordan 11 Retro Concord DMP (2006),22,229.7%,$592,136046-171,$148,2006-01-28,White/Gold-Black,$394 - $582
Jordan 3 Retro 5Lab3 Silver,263,-37.8%,$215,631603-003,$225,2014-03-31,Reflect Silver/Reflect Silver-Black-White,$97 - $183
Jordan 6 Retro Infrared 23 (Toro),275,82.9%,$400,384664-623,$170,2014-02-15,Infrared 23/Black-Infrared 23,$249 - $373
Jordan 13 Retro Flint (2005),26,116.7%,$293,310004-441,$150,2005-04-19,French Blue/University Blue-Flint Grey,$263 - $387
Jordan 2 Retro Decon Bordeaux,56,-9.4%,$200,897521-606,$160,2017-05-24,Bordeaux/Bordeaux,$118 - $172
Jordan 8 Retro Phoenix Suns,191,9.4%,$199,305381-043,$160,2013-05-18,Black/Bright Citrus-Cool Grey-Deep Royal Blue,$149 - $201
Jordan 4 Retro Royalty,3333,10.5%,$228,308497-032,$190,2017-02-04,Black/Metallic Gold-White,$188 - $232
Jordan 7 Retro Pantone 2017 (GS),6,-28.6%,$116,304774-400,$140,2017-04-29,University Blue/White-Black,$74 - $126
Jordan Son of Mars Bordeaux,19,-21.9%,$134,512245-038,$160,2012-09-15,Dark Grey/University Gold-Bordeaux,$120 - $147
Jordan Spizike White Cement (2017),6,-25.7%,$167,315371-122,$175,2017-06-24,White/Varsity Red-Cement Grey-Black-Dark Grey,$108 - $152
Jordan 3 Retro True Blue (2011),345,116.7%,$311,136064-104,$150,2011-06-19,White/Cement Grey-True Blue,$245 - $405
Jordan 12 Retro Taxi (2013),520,132.4%,$428,130690-125,$170,2013-12-14,White/Black-Taxi,$342 - $448
Jordan 7 Retro Miro,8,900.0%,$1710,323213-161,$175,2008-07-03,White/Sport Red-Black-Metallic Gold,"$1,382 - $2,118"
Jordan 16 OG Cherrywood,5,56.3%,$233,136080-020,$160,2001-06-02,Whisper/Cherrywood-Light Graphite,$198 - $302
Jordan Defining Moments Pack One 60 Pts,27,211.1%,$628,371381-991,$225,2009-07-11,Multi-Color/Multi-Color,$608 - $792
Jordan 1 Retro Mid Black,9,--,$116,554724-030,Black/Black/Black,--,$82 - $118
Jordan 7 Retro Fuchsia Glow (GS),1,-25.0%,$105,442960-127,$140,2015-10-17,White/Fuchsia Glow-Black-Mulberry,$95 - $116
Jordan 7 Retro Lola Bunny (GS),7,--,$152,705417-029,$140,2015-04-18,Black/Bright Citrus-Court Purple-Light Retro,$106 - $174
Jordan 11 Retro Columbia (2001),9,32.0%,$385,136046-142,$125,2001-01-17,White/Columbia Blue-Black,$52 - $278
Jordan 4 Retro Black Cement (2012),726,113.1%,$399,308497-089,$160,2012-11-01,Black/Fire Red-Cement Grey,$297 - $385
Jordan 7 Retro Pantone,641,-42.1%,$157,304775-400,$190,2017-04-29,University Blue/White-Black,$85 - $135
Jordan 12 Retro Low Taxi (2011),22,117.4%,$411,308317-104,$115,2011-04-09,White/Black-Taxi,$191 - $309
Jordan 9 Retro Motorboat Jones,112,337.5%,$555,302370-645,$160,2012-12-01,Challenge Red/White-Black,$612 - $788
Jordan Son of Mars Club Purple,12,-21.9%,$133,512245-106,$160,2012-04-07,White/Black-Club Purple-Cool Grey,$106 - $144
Jordan 4 Retro Cool Grey,32,269.0%,$407,308497-001,$100,2004-09-25,Cool Grey/Chrome-Dark Charcoal-Varsity Maize,$272 - $466
Jordan 3 Retro Fear Pack,126,88.6%,$380,626967-040,$175,2013-08-24,Night Stadium/Total Orange-Black,$265 - $395
Jordan 1 Retro Chris Paul PE,42,-42.3%,$113,332550-402,$130,2014-12-20,Midnight Navy/University Blue-White,$48 - $102
Jordan 11 Retro Low IE Militia Green (2015),140,-30.6%,$185,306008-013,$170,2015-09-19,Black/Militia Green-Gum Yellow-Infrared 23,$95 - $141
Jordan 1 Retro Gym Red,61,250.0%,$521,555088-601,$140,2014-06-28,Gym Red/Sail,$334 - $646
Jordan 2 Retro Alternate 87,737,-47.4%,$132,834274-001,$190,2016-02-06,Black/Gym Red-Black,$62 - $138
Jordan 9 Retro Photo Blue,93,40.6%,$225,302370-007,$160,2012-11-03,Black/Photo Blue-White,$184 - $266
Jordan 13 Retro What Is Love Pack,624,--,$361,888164-601,Gym,Red/Black,2016-11-11,--,$188 - $254
Jordan 8 Retro Playoffs (2007),25,73.3%,$232,305381-061,$150,2007-12-22,Black/Varsity Red-White,$229 - $291
Jordan 8 Retro Chrome 2015 (GS),4,-18.6%,$117,305368-003,$140,2015-12-19,Black/White-Light Graphite,$99 - $129
Jordan 1 Retro Dover Street Market,115,18.9%,$291,789747-401,$185,2015-04-16,Obsidian/White-Summit White,$199 - $241
Jordan 2011 Black Dark Charcoal,2,--,$108,436771-001,Black/Dark,Charcoal,--,-- - $108
Jordan XXX1 Jordan Brand Classic East,13,8.1%,$324,AA2564-070,$185,2017-04-14,Black/Dark Grey-White-Metallic Gold,$127 - $273
Jordan XXX1 Low Michigan,17,-6.3%,$212,897564-425,$160,2017-03-07,College Navy/Amarillo,$118 - $182
Jordan Year Of The Snake Pack,12,--,$274,597829-901,Multi-Color/Multi-Color,--,$199 - $301
Jordan 1 Retro BHM 2015,60,53.8%,$154,579591-010,$130,2015-01-17,Black/White,$155 - $245
Jordan 1 Retro High Strap A Tribe Called Quest,7,172.7%,$238,342132-062,$110,2009-02-01,Black/Varisty Red-Classic Green,$241 - $359
Jordan XXX1 N7,2,-45.9%,$113,854272-003,$185,2016-11-07,Black/Black-Dark Turquoise White,$88 - $113
Jordan 12 Retro French Blue 2016 (GS),38,-15.0%,$125,153265-113,$140,2016-04-02,White/French Blue-Metallic Silver-Varsity Red,$86 - $152
Jordan 7 Retro Verde (GS),4,42.9%,$178,705417-138,$140,2015-03-14,White/Infrared 23-Black-Verde,$148 - $252
Jordan 11 Retro 72-10,4070,13.6%,$315,378037-002,$220,2015-12-12,Black/Gym Red-White-Anthracite,$229 - $271
Jordan 10 Retro Powder (2014),447,-28.8%,$214,310805-106,$170,2014-02-22,White/Dark Powder Blue-Black,$71 - $171
Jordan 7 Retro J2K Filbert,16,337.1%,$731,543560-225,$175,2012-08-04,Filbert/Natural-Obsidian-White,$567 - $963
Jordan 21 OG Red Suede,32,89.4%,$599,313495-602,$180,2006-02-18,Varsity Red/Metallic Silver-Black,$228 - $454
Jordan Future Dark Army Camo,13,-82.7%,$170,652141-301,$185,2014-05-17,Dark Army/Black-Sail,-- - $91
Jordan 12 Retro Flu Game (2009),42,200.0%,$466,130690-065,$150,2009-11-27,Black/Varsity Red,$329 - $571
Jordan Defining Moments Pack Last Shot,571,-30.0%,$459,897563-900,$500,2017-06-14,Multi-Color/Multi-Color,$275 - $425
Jordan 11 Retro Legend Blue 2014 (GS),75,0.7%,$176,378038-117,$150,2014-12-20,White/Black-Legend Blue,$137 - $165
Jordan 3 Retro Doernbecher (2010),51,281.3%,$797,437536-600,$160,2010-12-04,Varsity Red/Metallic Silver-Black,$529 - $691
Jordan 11 OG Low Navy Snakeskin 2001,19,400.0%,$481,136071-102,$120,2011-05-01,White/Black-Navy,$486 - $714
Jordan 6 Retro Infrared White 2014 (GS),10,75.0%,$165,384665-123,$120,2014-02-15,White/Infrared,$171 - $249
Jordan 5 Retro P51 Camo,180,-26.3%,$166,136027-051,$190,2017-09-02,Dark Stucco/University Red-River Rock,$127 - $153
Jordan Spiz'ike Kings County,5,-31.4%,$182,315371-071,$175,2007-08-18,Black/Taxi-Varsity Red-White,$72 - $168
Jordan 4 Retro 30th Anniversary Laser,764,-28.0%,$253,705333-105,$250,2015-02-13,Laser White/Chrome-Metallic Silver,$137 - $223
Jordan 18 OG White Sport Royal,14,128.6%,$334,305869-101,$175,2003-04-05,White/Black-Sport Royal,$321 - $479
Jordan 1 Retro High Grey Suede,280,-10.7%,$128,332550-031,$140,2017-06-01,Wolf Grey/Wolf Grey,$98 - $153
Jordan 14 Retro Wolf Grey,125,32.4%,$209,487471-004,$170,2014-08-02,Wolf Grey/White-Sport Blue,$190 - $260
Jordan XXX1 Chinese New Year,12,-6.5%,$168,885429-103,$185,2017-01-28,White/Wolf Grey-Blac,$157 - $189
Jordan 14 Retro Last Shot (2011),75,118.8%,$332,311832-010,$160,2011-12-17,Black/Black-Varsity Red,$297 - $403
Jordan Spiz'ike Cool Grey,6,38.3%,$191,315371-091,$175,2008-05-09,Stealth/Black-Light Graphite-White,$185 - $299
Jordan 7 Retro Olympic (2012),273,68.8%,$345,304775-135,$160,2012-07-21,White/Metallic Gold-Obsidian-True Rd,$204 - $336
Jordan 7 Retro N7,132,44.7%,$265,744804-144,$190,2015-06-03,White/Ice Cube Blue-Dark Turquoise-Black,$222 - $328
Jordan 13 Retro Low Brave Blue,527,-22.9%,$192,310810-407,$175,2017-04-08,Brave Blue/Metallic Silver-Black,$114 - $156
Jordan 3 Retro True Blue (2001),5,140.0%,$226,136064-141,$100,2001-11-17,White/Cement Grey-True Blue,$154 - $326
