Jordan 1 Retro Nouveau Dunk From Above,47,-17.3%,$133,819176-104,,$150,2016-03-01,--,$99 - $149
Jordan 8 Retro Cool Grey (GS),9,-21.4%,$92,305368-014,$140,2017-08-26,Cool Grey/Wolf Grey-Cool Grey,$100 - $120
Jordan XXX White Black,31,-17.5%,$172,811006-101,$200,2016-02-10,White/Wolf Grey-Black,$132 - $198
Jordan 2 Retro Decon Sail,30,-43.8%,$113,897521-100,$160,2017-07-15,Sail/Sail-Bio Beige,$73 - $107
Jordan 7 Retro Orion,64,83.3%,$249,304775-105,$150,2011-03-26,White/Orion Blue-Black-Infrared,$261 - $289
Jordan 1 Retro Shadow (2009),11,--,$436,332550-001,Black/Shadow,Grey,White,--,$367 - $533
Jordan 1 Retro Low OG White Vachetta,36,-28.6%,$100,905136-100,$140,2017-04-01,White/Vachetta Tan-White,$100 - $100
Jordan 11 Retro Legend Blue (PS),4,-17.6%,$63,378039-117,$85,2014-12-20,White/Legend Blue-Black,$59 - $81
Jordan 9 Retro Pinnacle Baseball Brown,80,58.0%,$393,897560-203/AH6233-903,$250,2017-07-15,Hazelnut/Sail,$353 - $437
Jordan 4 Retro Motorsports (2017),1826,-28.9%,$186,308497-117,$190,2017-03-26,White/Varsity Blue-Black,$122 - $148
Jordan 1 Retro Black Toe (2016) (GS),199,91.7%,$158,575441-125,$120,2016-11-05,Black/White-Varsity Red,$205 - $255
Jordan 9 Retro Low Pantone,732,-5.9%,$154,832822-401,$170,2016-06-11,University Blue/White/Black/University Blue,$147 - $173
Jordan 7 Retro For The Love of the Game,68,90.0%,$382,304775-103,$150,2010-08-14,White/Red-Gold,$211 - $359
Jordan 9 Retro Olive (2002),5,220.0%,$338,302370-031,$125,2002-03-09,Black/Light Olive-True Red,$326 - $474
Jordan 11 Retro Concord (2000),16,172.0%,$333,136046-101,$125,2000-10-25,White/Black-Dark Concord,$273 - $407
Jordan 1 Retro Low Black Grey (2015),246,-23.1%,$100,705329-003,$130,2015-12-30,Black/Medium Grey-Sail,$93 - $107
Jordan 17 Black Metallic Silver (2002),12,2.5%,$317,302720-041,$200,2002-03-20,Black/Metallic Silver,$152 - $258
Jordan 7 Retro Hare 2015 (GS),26,-2.9%,$154,304774-125,$140,2016-05-16,White/True Red-Light Silver-Tourmaline,$132 - $140
Air Jordan CP3 III Brazil,48,-70.0%,$91,687913-720,$250,2014-01-06,Black/Green-Yellow,$54 - $96
Jordan Future Volt,17,--,$156,656503-720,Volt/Volt-White,--,$138 - $212
Jordan 4 Retro Royalty (GS),39,-35.0%,$146,408452-032,$140,2017-02-04,Black/Metallic Gold-White,$63 - $119
Jordan 10 Retro Lady Liberty (GS),3,--,$125,705179-045,Dust/Metallic,Gold/Black,--,$78 - $120
Jordan Spiz'ike Oreo,12,-28.6%,$136,315371-004,$175,2015-05-20,Black/Cool Grey-Grey Mist-White,$101 - $149
Jordan 8 Retro Bugs Bunny CDP (2008),6,3.2%,$195,305381-103,$155,2008-11-15,White/Black-True Red,$110 - $210
Jordan 5 Retro White Cement (GS),16,-42.9%,$101,440888-104,$140,2017-08-05,White/University Red-Black-Matte Silver,$68 - $92
Jordan XX8 Green Camo,7,-20.0%,$172,584832-301,$250,2013-02-16,Electric Green/White,$138 - $262
Jordan 6 Retro Chrome 2015 (GS),5,-55.6%,$151,768881-003,$135,2015-08-29,Black/Metallic Silver-White,$14 - $106
Jordan 11 Retro Low Concord,802,90.0%,$371,528895-153,$150,2014-05-03,White/Black-Concord,$261 - $309
Jordan Future Gym Red,8,--,$180,656503-601,Gym,Red/Gym,Red-White,--,$166 - $184
Jordan 12 OG Flu Game (1997),14,177.8%,$269,130690-061,$135,1997-06-01,Black/Varsity Red,$286 - $464
Jordan 15 Retro Bred CDP (2008),18,125.8%,$350,317111-062,$155,2008-11-15,Black/Red,$285 - $415
Jordan 1 Retro Golf Cleat White Metallic,16,5.0%,$267,917717-101,$200,2017-02-10,White/Metallic Silver,$168 - $252
Jordan 1 Retro Melo PE,409,92.3%,$263,332550-026,$130,2014-12-20,Black/Metallic Gold-White,$203 - $297
Jordan 1 Retro 4lab1 Reflect Silver,13,-38.9%,$108,677690-012,$185,2014-12-19,Black/Reflect Silver-White,$97 - $129
Jordan 2 Retro Low University Blue (2016),132,-43.8%,$97,832819-107,$160,2016-06-11,White/University Blue-Midnight Navy,$79 - $101
Jordan 1 Retro Carmine (2014),145,42.9%,$232,555088-123,$140,2014-05-24,White/Black/Carmine,$153 - $247
Jordan 13 Retro Doernbecher,236,49.3%,$439,836405-305,$225,2015-11-21,Multi-Color/Black,$304 - $368
Jordan 13 Retro Wheat,21,233.3%,$413,309259-171,$150,2004-10-23,White/Wheat,$422 - $578
Jordan 12 Retro Grey University Blue,1349,-10.5%,$258,130690-007,$190,2016-06-25,Grey/University Blue-White,$128 - $212
Jordan 8 Retro Low White Metallic Silver,2,36.4%,$150,306157-101,$110,2003-06-21,White/Metallic Silver,$135 - $165
Jordan 21 White Varsity Red Metallic Silver (2006),26,36.0%,$282,313038-161,$175,2006-02-18,White/Varsity Red-Metallic Silver,$171 - $305
Jordan 14 Retro Low Laney (2015),714,17.6%,$239,807511-405,$170,2015-10-03,Varsity Royal/Varsity Maize-Black-White,$165 - $235
Jordan 3 Retro Do The Right Thing (DTRT),39,128.9%,$365,315297-471,$135,2007-04-14,Brisk Blue/Pro Gold-Radient Green,$260 - $358
Jordan 2 Retro White Red (2014),241,6.7%,$209,385475-102,$150,2014-06-07,White/Black-Varsity Red-Cement Grey,$107 - $213
Jordan 12 Retro Hyper Violet (GS),10,-14.3%,$156,510815-018,$140,2016-06-18,Black/Metallic Gold Star-Hyper Violet,$85 - $155
Jordan 4 Retro Deep Royal Blue (GS),8,-2.1%,$168,487724-132,$140,2016-03-09,White/Deep Royal Blue-Wolf Grey-Hyper Orange,$72 - $202
Jordan 1.5 Retro Chicago (2015),152,13.3%,$168,768861-601,$150,2015-07-25,Varsity Red/Black-White,$139 - $201
Jordan 1 Retro Dave White Wings for the Future,113,25.7%,$262,464803-001,$175,2012-02-11,Black/Sport Red-White-Cement Grey,$61 - $379
Jordan 12 Retro Obsidian (2012),110,56.3%,$326,130690-410,$160,2012-06-23,Obsidian/White-French Blue-University Blue,$203 - $297
Jordan x Max Atmos Pack,253,90.0%,$1003,923098-900,$400,2017-03-18,Multi-Color/Multi-Color,$589 - $931
Jordan 5 Retro Premio Bin23,26,557.1%,$1361,444844-001,$175,2011-02-18,Black/Black-Metallic Silver,"$941 - $1,359"
Jordan 14 Retro Last Shot (2005),26,46.7%,$264,311832-002,$150,2005-12-24,Black/Black-Varsity Red,$157 - $283
Jordan 1 Retro Low Metallic Blue,20,-62.3%,$69,705329-106,$130,2016-03-19,White/Midnight Navy,$22 - $76
Jordan 1 Retro KO Shadow (2015),349,-32.9%,$111,638471-003,$140,2016-02-06,Black/Shadow Grey-White,$72 - $116
Jordan 14 Retro Black CDP (2008),20,-4.5%,$251,311832-061,$155,2008-03-15,Black/True Red-White,$94 - $202
Jordan 23 Solefly Florida Marlins,170,-12.7%,$471,887230-332,$275,2016-10-22,Hyper Turquoise/Hyper Turquoise,$166 - $314
Jordan 11 Retro Low IE Cobalt (2015),216,-11.8%,$190,306008-102,$170,2015-08-01,White/Cobalt-Zen Grey-Cement Grey,$111 - $189
Jordan 1 Retro Reverse Shattered Backboard (GS),115,107.5%,$170,575441-113,$120,2016-10-08,Sail/Starfish-Black,$235 - $263
Jordan 1 Retro Low Swooshless Black,19,-20.0%,$126,848775-005,$150,2016-05-21,Black/Black-Sail,$65 - $175
Jordan 5 Retro Black Metallic 2016 (GS),18,-47.2%,$111,845036-003,$180,2016-07-23,Black/Fire Red-Metallic Silver-White,$72 - $118
Jordan 1 Retro Low Cyber Monday (2016),46,-13.1%,$100,705329-010,$130,2016-01-23,Black/White,$109 - $117
Jordan 4 Retro Pure Money 2017 (GS),55,13.6%,$108,408452-100,$140,2017-05-13,White/Metallic Silver-Pure Platinum,$139 - $179
Jordan 13 Retro He Got Game CDP (2008),7,58.1%,$265,309259-104,$155,2008-01-19,White/Black-True Red,$198 - $292
Jordan 13 Retro Playoffs (2011),216,165.6%,$352,414571-001,$160,2011-02-26,Black/Varsity Red-White-Vibrant Yellow,$339 - $511
Jordan 11 Retro Low IE Azure (2007),4,37.6%,$181,316319-171,$125,2007-07-21,White/Varsity Maize-Azzure,$151 - $193
Jordan 10 Retro Heiress Pearl (GS),8,-6.7%,$163,832645-207,$150,2016-05-07,Pearl White/Black-Black,$98 - $182
Jordan XXX1 Low Georgetown,4,-37.5%,$119,897564-007,$160,2017-03-07,Wolf Grey/College Navy-White,$60 - $140
Jordan 4 Retro Classic Green,11,244.0%,$359,308497-101,$100,2004-07-24,White/Chrome-Classic Green,$260 - $428
Jordan 7 Retro Bordeaux (2011),190,33.3%,$309,304775-003,$150,2011-04-16,Black/Light Graphite-Bordeaux,$118 - $282
Jordan 12 Retro OVO White,319,210.7%,$715,873864-102,$225,2016-10-01,White/Metallic Gold-White,$656 - $742
Jordan 1 Retro Ultra High White Black,5,-46.7%,$74,844700-132,$150,2016-08-13,White/Metallic Gold Coin-Black-Pure Platinum,$73 - $87
Jordan 7 Retro Raptors (2012),312,71.9%,$333,304775-018,$160,2012-09-01,Black/True Red-Dark Charcoal-Club Purple,$233 - $317
Jordan 12 Retro Dynamic Pink (GS),106,28.6%,$171,510815-109,$140,2016-03-05,White/Vivid Pink-Metallic Silver,$155 - $205
Jordan 10 Retro Steel (2013),258,91.2%,$312,310805-103,$170,2013-10-12,White/Black-Light Steel Grey-Varsity Maize,$269 - $381
Jordan 1 Retro Premier Laser,9,204.3%,$325,332134-061,$115,2013-12-21,Black/Varsity Red-White,$301 - $399
Jordan 11 Retro Low IE Cobalt (2003),5,52.2%,$176,306008-142,$115,2003-05-24,White/Cobalt-Zen Grey-Cement-Grey,$158 - $192
Jordan 1 Retro KO Georgetown,14,--,$188,638471-006,Cool,Grey/Midnight,Navy-White,--,$181 - $219
Jordan 13 Retro Altitudes (2010),51,61.9%,$343,414571-002,$160,2010-12-11,Black/Altitude Green,$142 - $376
Jordan XX9 Jimmy Butler PE,13,-21.1%,$165,855514-605,$190,2016-02-24,Gym Red/Gym Red-Black,$126 - $174
Jordan 6 Retro Maroon 2015 (GS),23,-15.6%,$151,836342-115,$160,2015-12-05,Off White/New Maroon,$115 - $155
Jordan Spiz'ike BHM Volt,13,-14.9%,$221,579593-712,$175,2013-02-09,Volt/Black-Photo Blue,$104 - $194
Jordan XXX UNC,17,-37.5%,$161,811006-107,$200,2016-03-05,White/University Blue-Black,$88 - $162
Jordan 3 Retro Black Cement (2011),465,93.8%,$512,136064-010,$160,2011-11-25,Black/Cement Grey-White-Varsity Red,$214 - $406
Jordan 9 Retro Kobe Bryant PE,822,-21.1%,$226,302370-121,$190,2016-11-19,White/Concord-Tour Yellow,$118 - $182
Jordan 12 Retro Wool,1592,-2.5%,$269,852627-003,$200,2016-10-01,Dark Grey/Metallic Silver-Black,$153 - $237
Jordan 20 OG Quickstrike,14,40.0%,$246,310455-101,$175,2005-04-09,White/Black-Varsity Red,$212 - $278
Jordan Future Iguana,14,10.7%,$105,656503-201,$150,2014-06-21,Iguana/Iguana-White,$124 - $208
Jordan 12 Retro Playoffs (2012),253,63.1%,$403,130690-001,$160,2012-04-21,Black/White-True Red,$183 - $339
Jordan 13 Retro Alternate History Of Flight (GS),32,-21.4%,$93,414574-103,$140,2017-07-22,White/Metallic Silver-University Red,$97 - $123
Jordan Spiz'ike Mars / Do You Know,5,34.9%,$240,315371-165,$175,2010-01-09,White/Fire Red-Black,$217 - $255
Jordan 11 Retro Playoffs 2012 (GS),12,232.5%,$341,378038-010,$120,2012-12-21,Black/True Red-White,$348 - $450
Jordan 3 Retro (W) Harbor Blue (W),3,57.1%,$235,315296-142,$175,2007-03-03,White/Harbor Blue-Boarder Blue,$235 - $315
Jordan Countdown Pack 3/20,5,101.6%,$481,338153-991,$310,2008-10-18,Multi-Color/Multi-Color,$544 - $706
Jordan 1 Retro RTTG Barcelona,16,-3.8%,$121,539541-035,$130,2012-07-21,Stealth/Sunburst-University Blue-White,$112 - $138
Jordan 20 OG White Laser,26,85.7%,$276,310455-161,$175,2005-02-19,White/Varsity Red-Black,$294 - $356
Jordan 11 Retro Low Infrared 23 (GS),5,--,$185,528896-023,Black/Infrared,23-Pure,Platnium,--,$116 - $214
Jordan 12 Retro PSNY Olive,106,41.7%,$563,AA1233-200,$300,6/28/17,Medium Olive/Medium Olive,$354 - $496
Jordan 5 Retro DMP Raging Bull Red Suede,64,416.1%,$790,136027-601,$155,2009-05-30,Varsity Red/Black,$675 - $925
Jordan 18 OG Low Melo,19,116.7%,$220,306151-104,$150,2003-09-06,White/Chrome - University Blue - Metallic Silver,$223 - $427
Jordan 6 Retro Infrared White (2010),15,16.7%,$194,384664-102,$150,2010-06-19,/ 103 White/Varsity Red-Black,$146 - $204
Jordan 1 Retro Heiress Night Maroon (GS),63,114.3%,$191,832596-640,$140,2016-11-05,Night Maroon/Metallic Gold-White,$261 - $339
Jordan 1 Retro Rare Air Patch,40,-26.4%,$111,332550-014,$140,2015-08-04,Black/Gym Red-Black-White,$85 - $121
Jordan 8 Retro Aqua 2015 (GS),9,-20.8%,$113,305368-025,$130,2015-11-27,Black/Bright Concord-Aqua Tone,$79 - $127
Jordan 3 Retro Cool Grey,38,159.3%,$346,315297-062,$135,2007-02-24,Silver/Sport Red-Light Graphite-Orange Peel,$287 - $413
Air Jordan 2 Retro QF Black White,11,129.2%,$266,395709-001,$120,2010-10-23,Black/White,$257 - $293
Jordan 13 Retro Bred (2017),735,-21.1%,$200,414571-004,$190,2017-08-19,Black/True Red-White,$127 - $173
Jordan 6 Retro Sport Blue 2014 (GS),6,-53.3%,$110,384665-107,$120,2014-08-30,White/Sport Blue-Black,$17 - $95
Jordan 6 Retro Carmine (2014),1037,81.8%,$332,384664-160,$170,2014-05-24,White/Carmine-Black,$261 - $357
Jordan 10 Retro Los Angeles,274,-31.6%,$176,310805-404,$190,2016-05-14,Ocean Fog/Blue Lagoon-Midnight Navy,$95 - $165
Jordan 13 Retro Black Cat,2411,4.2%,$221,414571-011,$190,2017-01-21,Black/Anthracite-Black,$165 - $231
Jordan 3 Retro Wolf Grey,405,17.6%,$238,136064-004,$170,2014-07-19,Wolf Grey/Metallic Silver-Black-White,$168 - $232
Jordan 3 Retro Powder Blue (GS),3,-68.5%,$80,398614-406,$130,2014-01-18,Dark Powder Blue/Black-Wolf Grey-White,-- - $97
Jordan 1 Retro Cyber Monday (2015),588,-6.3%,$168,555088-006,$160,2015-11-30,Black/Dark Grey- White,$128 - $172
Jordan 12 Retro Flu Game (2003),7,270.4%,$331,136001-063,$135,2003-10-01,Black/Varsity Red,$401 - $599
Jordan Defining Moments Pack (6/11),50,322.3%,$1200,313124-991,$296,2006-01-28,Multi-Color/Multi-Color,"$1,047 - $1,453"
Jordan 2 Retro Nightshade,60,33.3%,$200,385475-303,$150,2014-05-17,Nightshade/Volt Ice-Black-Pure Platinum,$151 - $249
Jordan 12 Retro Grey University Blue (GS),4,--,$146,153265-007,$140,2016-06-25,Wolf Grey/University Blue-White,$136 - $144
Jordan 1 Retro High Off-White Virgil Chicago,79,821.1%,$2178,AA3834-101,$190,2017-09-09,White/Black-Varsity Red,"$1,553 - $1,947"
Jordan 6 Retro Low Ghost Green,288,14.3%,$175,304401-106,$175,2015-09-19,White/Ghost Green-Insignia Blue,$174 - $226
"Jordan 1 Retro Satin ""Royal""",147,471.4%,$1631,921193-007,$175,2017-04-01,Black/Varsity Royal-White,"$698 - $1,302"
Jordan 1 Retro LS Sport Red,7,36.4%,$191,315794-611,$110,2007-05-19,Sport Red/Varsity Blue-White,$82 - $218
Jordan 1 Retro Ultra High Black White,25,-38.0%,$95,844700-050,$150,2016-08-13,Black/Ghost Green-Blue Lagoon-Infrared 23,$87 - $99
Jordan 9 Retro For The Love Of The Game,8,95.0%,$424,302370,$160,2010-08-11,401 University Blue/White-Black,$230 - $394
Jordan 17 Retro Black Silver CDP (2008),50,93.5%,$258,322721-001,$155,2008-05-24,Black/Metallic Silver,$247 - $353
"Jordan 1 Retro Bred 2016 ""Banned"" (GS)",405,36.7%,$152,575441-001,$120,2016-09-03,Black/Varsity Red-White,$148 - $180
Jordan 1 Retro Rare Air Bred,100,-32.9%,$121,332550-012,$140,2015-09-01,Black/Varsity Red-White,$51 - $137
"Jordan 1 Retro Satin ""Royal"" (GS)",32,173.1%,$462,AA4073-007,$160,2017-04-01,Black,$349 - $525
Jordan 4 Retro Black Cement CDP (2008),42,106.5%,$379,308497-003,$155,2008-07-19,Black/Cement Grey-Fire Red,$283 - $357
Jordan 10 Retro New York City (2016),1075,-39.5%,$159,310805-012,$190,2016-04-27,Black/Dark Grey-Metallic Gold,$86 - $144
Jordan 12 Retro Nubuck (2009),52,30.7%,$365,130690-018,$150,2009-05-30,Black/White-University Blue,$95 - $297
Jordan 11 Retro Low Barons,2141,23.4%,$213,528895-010,$175,2017-05-27,Black/Metallic Silver-White,$196 - $236
Jordan Spiz'ike Do The Right Thing,4,-14.3%,$197,315371-162,$175,2007-09-22,White/Varsity Red-Argon Blue-Gold,$112 - $188
"Jordan 1 Retro Satin ""Banned""",194,890.3%,$1827,917359-001,$175,2016-10-18,Black/University Red-White,"$1,591 - $1,875"
Jordan 1 Retro Heiress Plum Fog (GS),5,-66.4%,$78,832596-025,$110,2016-09-10,Light Bone/Metallic Gold-Plum Fog-White,-- - $74
Jordan XX8 Playoffs (Oak Hill),4,-40.0%,$206,555109-011,$250,2013-04-27,Black/White/Gym Red/Anthracite,$116 - $184
Jordan 12 Retro Chinese New Year (GS),125,103.1%,$229,881428-142,$160,2017-01-28,Light Orewood Brown/Varisty Red,$273 - $377
Jordan 11 Retro Space Jam 2016 (TD),3,-7.1%,$74,378040-003,$70,2016-12-10,Black/Dark Concord-White,$54 - $76
Jordan 1 Retro Black Toe (2013),218,95.7%,$329,555088-184,$140,2013-05-25,White/Black-Gym Red,$217 - $331
Jordan 1 Retro High Decon Ice Blue,33,-40.0%,$90,867338-425,$100,2017-04-16,Ice Blue/Vachetta Tan-White,$46 - $74
Jordan 8 Retro Orange White,17,28.6%,$225,305381-102,$140,2007-10-20,White/Stealth/Orange Blaze/Silver,$136 - $224
Jordan 13 Retro Squadron Blue,106,-8.8%,$259,414571-405,$170,2013-02-09,Squadron Blue/Electric Yellow-Black,$84 - $226
Jordan 6 Retro History of Jordan (Spiz'ike),385,22.9%,$289,694091-625,$170,2014-08-09,Varsity Red/Classic Green-Black-White,$178 - $240
Jordan 22 OG Black Varisty Red,15,14.3%,$183,315299-001,$175,2007-04-07,Black/Varsity Red-Metallic Silver,$168 - $232
Jordan 1 Retro Chicago Bulls (2009),2,281.8%,$318,332550-061,$110,2009-07-11,White/Varsity Red-Black,$318 - $523
Jordan 12 Retro Gamma Blue,240,77.1%,$398,130690-027,$170,2013-12-26,Black/Gym Red-Gamma Blue,$228 - $374
Jordan 5 Retro Laser,9,271.4%,$386,315739-131,$175,2007-01-18,White/Army Olive-Solar Orange-Bison,$549 - $751
Jordan 1 Retro Low OG Black Vachetta,65,-28.6%,$99,905136-010,$140,2017-04-01,Black/Vachetta Tan-White,$96 - $104
Jordan 10 Retro Double Nickel,600,-9.5%,$238,310805-102,$190,2015-03-28,White/Black-True Red,$133 - $211
Jordan Trunner LX OVO Black White,6,328.6%,$503,AH9110-023,$140,2017-05-27,Black/Metallic Gold-White,$473 - $727
Jordan 1 Retro Chicago Bulls Patent (2003),31,263.6%,$350,136085-106,$110,2003-11-23,White/Varsity Red-Black,$330 - $470
